iter	Passed	Remaining
1611	1590337	382785
1612	1591622	381870
1613	1593144	381012
1614	1594208	380043
1615	1595507	379130
1616	1597139	378295
1617	1598380	377367
1618	1599570	376427
1619	1601079	375561
1620	1602234	374612
1621	1603511	373691
1622	1604864	372787
1623	1606217	371882
1624	1607709	371009
1625	1609005	370090
1626	1610407	369196
1627	1611805	368299
1628	1613181	367397
1629	1614584	366500
1630	1616184	365648
1631	1617752	364787
1632	1619029	363860
1633	1620318	362935
1634	1621536	361994
1635	1622901	361085
1636	1624210	360163
1637	1625764	359295
1638	1627602	358489
1639	1629187	357626
1640	1630462	356694
1641	1631780	355771
1642	1633287	354889
1643	1634655	353976
1644	1636022	353062
1645	1637245	352117
1646	1638490	351176
1647	1639796	350247
1648	1641427	349388
1649	1642649	348440
1650	1643952	347510
1651	1645464	346623
1652	1647134	345768
1653	1648389	344826
1654	1649943	343945
1655	1651347	343033
1656	1652684	342106
1657	1654037	341182
1658	1655137	340206
1659	1656651	339314
1660	1657873	338361
1661	1659227	337436
1662	1660699	336533
1663	1662199	335636
1664	1663979	334794
1665	1665369	333873
1666	1666770	332954
1667	1668002	332000
1668	1669217	331043
1669	1670430	330085
1670	1671743	329146
1671	1672957	328187
1672	1674366	327267
1673	1675448	326282
1674	1676691	325328
1675	1677910	324369
