iter	RMSE
1664	1461.217693
1665	1461.100341
1666	1460.92896
1667	1460.59085
1668	1460.424665
1669	1460.149718
1670	1459.896866
1671	1459.858132
1672	1459.767837
1673	1459.680279
1674	1459.574195
1675	1459.377733
